chromo,strand,start,end,count,alt3,alt5,alt3+5,skip,constitLevel,inclLevel,3usageLevel,genename
chr3,-,52589069,52589255,14,4,0,0,0,0.778,1.000,0.778,PBRM1
chr3,-,52679573,52679726,24,9,0,0,0,0.727,1.000,0.727,PBRM1
chr3,-,53873031,53873127,13,6,0,0,0,0.684,1.000,0.684,ACTR8
chr3,-,53885825,53885912,247,5,0,0,0,0.980,1.000,0.980,SELK
chr3,-,65470282,65470484,16,4,0,0,0,0.800,1.000,0.800,MAGI1
chr3,+,69951829,69951886,18,4,0,0,0,0.818,1.000,0.818,MITF
chr3,-,70977642,70977722,22,6,0,0,0,0.786,1.000,0.786,FOXP1
chr3,-,75426449,75426599,27,12,0,0,0,0.692,1.000,0.692,onlyEST
chr3,-,97949843,97950015,13,6,0,0,0,0.684,1.000,0.684,MINA
chr3,+,111999420,111999602,30,6,0,0,0,0.833,1.000,0.833,TAGLN3
chr3,-,112130444,112130513,30,4,0,0,0,0.882,1.000,0.882,GCSAM
chr3,+,112347557,112347830,35,6,0,0,0,0.854,1.000,0.854,CD200
chr3,+,113278097,113278257,7,5,0,0,0,0.583,1.000,0.583,BOC
chr3,-,119461961,119462148,83,15,0,0,0,0.847,1.000,0.847,TMEM39A
chr3,+,124633848,124633953,5,5,0,0,0,0.500,1.000,0.500,KALRN
chr3,-,128481818,128481944,23,4,0,0,0,0.852,1.000,0.852,GATA2
chr3,-,129171078,129171277,538,197,0,0,0,0.732,1.000,0.732,CNBP
chr3,+,129507667,129507762,19,16,0,0,0,0.543,1.000,0.543,IFT122
chr3,+,133229265,133229351,38,23,0,0,0,0.623,1.000,0.623,TMEM108
chr3,+,133584001,133584150,28,6,0,0,0,0.824,1.000,0.824,CDV3
chr3,-,134191848,134191983,22,10,0,0,0,0.688,1.000,0.688,RYK
chr3,-,134358539,134358719,17,10,0,0,0,0.630,1.000,0.630,AMOTL2
chr3,+,139346877,139347044,153,26,0,0,0,0.855,1.000,0.855,MRPS22
chr3,-,141974047,141974191,40,29,0,0,0,0.580,1.000,0.580,TFDP2
chr3,-,142332374,142332534,5,5,0,0,0,0.500,1.000,0.500,XRN1
chr3,+,148844676,148844767,69,4,0,0,0,0.945,1.000,0.945,CPB1
chr3,-,149059717,149059807,10,5,0,0,0,0.667,1.000,0.667,HLTF
chr3,+,158804318,158804371,357,8,0,0,0,0.978,1.000,0.978,MFSD1
chr3,-,161103426,161103517,117,8,0,0,0,0.936,1.000,0.936,B3GALNT1
chr3,-,169121055,169121209,15,4,0,0,0,0.789,1.000,0.789,MECOM
chr3,+,169982706,169982911,153,4,0,0,0,0.975,1.000,0.975,SEC62
chr3,-,170172556,170172712,74,8,0,0,0,0.902,1.000,0.902,PHC3
chr3,-,170868012,170868134,71,12,0,0,0,0.855,1.000,0.855,RPL22L1
chr3,-,170868297,170868390,33,5,0,0,0,0.868,1.000,0.868,RPL22L1
chr3,-,194666451,194666570,71,56,0,0,0,0.559,1.000,0.559,LSG1
chr3,-,195771651,195771816,22,7,0,0,0,0.759,1.000,0.759,MUC4
chr3,-,196937509,196937648,467,14,0,0,0,0.971,1.000,0.971,NCBP2
chr4,-,866363,866534,21,5,0,0,0,0.808,1.000,0.808,GAK
chr4,-,866955,867432,10,5,0,0,0,0.667,1.000,0.667,GAK
chr4,+,950420,950518,72,7,0,0,0,0.911,1.000,0.911,TMEM175
chr4,+,1804823,1804969,15,6,0,0,0,0.714,1.000,0.714,FGFR3
chr4,-,2932599,2932758,126,6,0,0,0,0.955,1.000,0.955,MFSD10
chr4,+,3425463,3425560,36,5,0,0,0,0.878,1.000,0.878,RGS12
chr4,+,6277450,6277687,82,28,0,0,0,0.745,1.000,0.745,WFS1
chr4,+,6640827,6641258,157,11,0,0,0,0.935,1.000,0.935,MRFAP1
chr4,-,7064060,7064223,186,4,0,0,0,0.979,1.000,0.979,GRPEL1
chr4,-,8008058,8008200,9,7,0,0,0,0.562,1.000,0.562,ABLIM2
chr4,-,10116112,10116234,945,4,0,0,0,0.996,1.000,0.996,WDR1
chr4,+,25662707,25662842,13,7,0,0,0,0.650,1.000,0.650,SLC34A2
chr4,-,40825886,40825970,32,7,0,0,0,0.821,1.000,0.821,APBB2
chr4,-,40944864,40945073,6,5,0,0,0,0.545,1.000,0.545,APBB2
chr4,+,42018110,42018170,265,4,0,0,0,0.985,1.000,0.985,SLC30A9
chr4,-,68318689,68318729,30,10,0,0,0,0.750,1.000,0.750,YTHDC1
chr4,-,73135116,73135265,19,7,0,0,0,0.731,1.000,0.731,ANKRD17
chr4,-,75981371,75981470,78,21,0,0,0,0.788,1.000,0.788,SDAD1
chr4,+,78595380,78595437,58,6,0,0,0,0.906,1.000,0.906,ANXA3
chr4,-,87493581,87494598,10,5,0,0,0,0.667,1.000,0.667,SPARCL1
chr4,-,87529044,87529373,4,5,0,0,0,0.444,1.000,0.444,SPARCL1
chr4,+,94278922,94279050,12,6,0,0,0,0.667,1.000,0.667,SMARCAD1
chr4,+,98293407,98293515,166,79,0,0,0,0.678,1.000,0.678,RAP1GDS1
chr4,+,98421254,98421394,30,6,0,0,0,0.833,1.000,0.833,RAP1GDS1
chr4,-,99559153,99559361,17,16,0,0,0,0.515,1.000,0.515,TRMT10A
chr4,-,103138350,103138449,6,5,0,0,0,0.545,1.000,0.545,CENPE
chr4,-,108078219,108078382,50,4,0,0,0,0.926,1.000,0.926,LEF1
chr4,+,109506327,109506512,10,6,0,0,0,0.625,1.000,0.625,SEC24B
chr4,+,112377729,112377898,17,16,0,0,0,0.515,1.000,0.515,ALPK1
chr4,+,113317706,113317809,16,4,0,0,0,0.800,1.000,0.800,ANK2
chr4,-,118815027,118815155,15,6,0,0,0,0.714,1.000,0.714,SEC24D
chr4,+,122380061,122380241,109,6,0,0,0,0.948,1.000,0.948,ADAD1
chr4,+,122411254,122411392,7,4,0,0,0,0.636,1.000,0.636,ADAD1
chr4,+,122927633,122927758,16,5,0,0,0,0.762,1.000,0.762,SPATA5
chr4,-,127957500,127957592,79,4,0,0,0,0.952,1.000,0.952,MFSD8
chr4,+,128011672,128011700,11,4,0,0,0,0.733,1.000,0.733,ABHD18
chr4,-,137528731,137528817,13,12,0,0,0,0.520,1.000,0.520,PCDH18
chr4,-,139071865,139072003,21,19,0,0,0,0.525,1.000,0.525,ELF2
chr4,+,141719365,141719476,11,4,0,0,0,0.733,1.000,0.733,IL15
chr4,+,150220705,150220778,9,6,0,0,0,0.600,1.000,0.600,DCLK2
chr4,-,155368585,155368809,7,6,0,0,0,0.538,1.000,0.538,MAP9
chr4,+,155696755,155697122,40,7,0,0,0,0.851,1.000,0.851,GUCY1A3
chr4,+,158599325,158599431,48,6,0,0,0,0.889,1.000,0.889,RXFP1
chr4,-,162033624,162033655,10,9,0,0,0,0.526,1.000,0.526,FSTL5
chr4,-,185678422,185678547,106,71,0,0,0,0.599,1.000,0.599,SORBS2
chr4,+,186228194,186228253,25,4,0,0,0,0.862,1.000,0.862,KLKB1
chr5,+,230875,231000,98,5,0,0,0,0.951,1.000,0.951,SDHA
chr5,-,886591,886707,20,7,0,0,0,0.741,1.000,0.741,BRD9
chr5,-,889586,889647,22,12,0,0,0,0.647,1.000,0.647,BRD9
chr5,-,7861582,7861652,20,5,0,0,0,0.800,1.000,0.800,FASTKD3
chr5,+,22151859,22151996,9,4,0,0,0,0.692,1.000,0.692,onlyEST
chr5,-,22212497,22212643,11,5,0,0,0,0.688,1.000,0.688,CDH12
chr5,+,37391999,37392120,111,12,0,0,0,0.902,1.000,0.902,WDR70
chr5,+,43122038,43122177,47,5,0,0,0,0.904,1.000,0.904,ZNF131
chr5,+,52915463,52915594,10,5,0,0,0,0.667,1.000,0.667,ITGA1
chr5,-,56928766,56928861,12,4,0,0,0,0.750,1.000,0.750,MIER3
chr5,+,65569631,65569732,480,6,0,0,0,0.988,1.000,0.988,PPWD1
chr5,+,65664233,65664384,12,10,0,0,0,0.545,1.000,0.545,TRAPPC13
chr5,+,72851243,72851319,256,36,0,0,0,0.877,1.000,0.877,TNPO1
chr5,-,80566688,80566771,5,4,0,0,0,0.556,1.000,0.556,ANKRD34B
chr5,-,81466973,81467041,64,9,0,0,0,0.877,1.000,0.877,SSBP2
chr5,-,88207028,88207180,15,6,0,0,0,0.714,1.000,0.714,TMEM161B
chr5,-,88823734,88823927,77,71,0,0,0,0.520,1.000,0.520,MEF2C
chr5,+,90485524,90485684,12,8,0,0,0,0.600,1.000,0.600,POLR3G
chr5,+,95413946,95414190,28,4,0,0,0,0.875,1.000,0.875,FAM81B
chr5,+,96765220,96765325,66,11,0,0,0,0.857,1.000,0.857,CAST
chr5,+,123590412,123590558,9,5,0,0,0,0.643,1.000,0.643,CSNK1G3
chr5,+,126465425,126465545,149,11,0,0,0,0.931,1.000,0.931,GRAMD3
chr5,-,126878184,126878394,6,5,0,0,0,0.545,1.000,0.545,MARCH3
chr5,-,131973265,131973400,17,4,0,0,0,0.810,1.000,0.810,"ACSL6,CTB-127M13.1"
chr5,-,132763705,132763892,19,15,0,0,0,0.559,1.000,0.559,SEPT8
chr5,-,132864136,132864300,2,4,0,0,0,0.333,1.000,0.333,GDF9
chr5,-,133992945,133993018,556,154,0,0,0,0.783,1.000,0.783,VDAC1
chr5,+,137892479,137892613,12,4,0,0,0,0.750,1.000,0.750,PKD2L2
chr5,-,138330986,138331218,22,11,0,0,0,0.667,1.000,0.667,CDC25C
chr5,+,138441015,138441088,103,11,0,0,0,0.904,1.000,0.904,REEP2
chr5,+,138445227,138445375,40,13,0,0,0,0.755,1.000,0.755,REEP2
chr5,+,139325439,139325662,74,8,0,0,0,0.902,1.000,0.902,MATR3
chr5,+,140438460,140438617,38,11,0,0,0,0.776,1.000,0.776,"ANKHD1-EIF4EBP3,ANKHD1"
chr5,+,140537388,140537589,14,12,0,0,0,0.538,1.000,0.538,"ANKHD1-EIF4EBP3,ANKHD1"
chr5,+,140642924,140643041,14,4,0,0,0,0.778,1.000,0.778,TMCO6
chr5,-,141649394,141649530,31,4,0,0,0,0.886,1.000,0.886,FCHSD1
chr5,-,141679962,141680471,4,4,0,0,0,0.500,1.000,0.500,ARAP3
chr5,-,146085460,146085597,6,4,0,0,0,0.600,1.000,0.600,PLAC8L1
chr5,+,148070322,148070450,22,8,0,0,0,0.733,1.000,0.733,SPINK5
chr5,-,150446801,150446963,1646,4,0,0,0,0.998,1.000,0.998,RPS14
chr5,-,151673128,151673216,1071,17,0,0,0,0.984,1.000,0.984,SPARC
chr5,-,154033790,154033883,114,4,0,0,0,0.966,1.000,0.966,FAM114A2
chr5,+,157285338,157285478,332,5,0,0,0,0.985,1.000,0.985,CYFIP2
chr5,+,157734575,157734745,56,4,0,0,0,0.933,1.000,0.933,THG1L
chr5,-,157789362,157789513,18,9,0,0,0,0.667,1.000,0.667,CLINT1
chr5,+,168464728,168464962,14,8,0,0,0,0.636,1.000,0.636,WWC1
chr5,+,168467839,168467964,18,9,0,0,0,0.667,1.000,0.667,WWC1
chr5,+,171392913,171392978,1327,6,0,0,0,0.995,1.000,0.995,NPM1
chr5,+,175509031,175509202,127,6,0,0,0,0.955,1.000,0.955,SFXN1
chr5,-,176532003,176532193,10,10,0,0,0,0.500,1.000,0.500,RNF44
chr5,+,177440918,177441053,36,4,0,0,0,0.900,1.000,0.900,GRK6
chr5,-,177468107,177468220,477,5,0,0,0,0.990,1.000,0.990,DBN1
chr5,-,177516287,177516447,991,18,0,0,0,0.982,1.000,0.982,DDX41
chr5,+,178942684,178942824,8,6,0,0,0,0.571,1.000,0.571,ZNF454
chr5,-,179801553,179801694,263,5,0,0,0,0.981,1.000,0.981,MGAT4B
chr5,+,179823857,179824087,807,13,0,0,0,0.984,1.000,0.984,SQSTM1
chr6,-,4133548,4133701,177,113,0,0,0,0.610,1.000,0.610,ECI2
chr6,+,12292340,12292509,49,7,0,0,0,0.875,1.000,0.875,EDN1
chr6,-,13326786,13326906,61,9,0,0,0,0.871,1.000,0.871,TBC1D7
chr6,+,30328888,30329041,25,15,0,0,0,0.625,1.000,0.625,TRIM39
chr6,+,30490239,30490515,294,9,0,0,0,0.970,1.000,0.970,HLA-E
chr6,-,30555554,30555720,177,5,0,0,0,0.973,1.000,0.973,GNL1
chr6,+,30578075,30578202,46,38,0,0,0,0.548,1.000,0.548,ABCF1
chr6,-,31540321,31540664,229,239,0,0,0,0.489,1.000,0.489,"ATP6V1G2-DDX39B,DDX39B"
chr6,-,31663852,31664580,6,5,0,0,0,0.545,1.000,0.545,GPANK1
chr6,-,31736261,31736350,19,5,0,0,0,0.792,1.000,0.792,CLIC1
chr6,-,31792216,31792301,48,4,0,0,0,0.923,1.000,0.923,VARS
chr6,-,31954554,31954892,42,13,0,0,0,0.764,1.000,0.764,NELFE
chr6,-,31970605,31970825,14,4,0,0,0,0.778,1.000,0.778,DXO
chr6,+,32155687,32155783,102,4,0,0,0,0.962,1.000,0.962,"PPT2-EGFL8,PPT2"
chr6,+,32167086,32167257,22,4,0,0,0,0.846,1.000,0.846,"PPT2-EGFL8,EGFL8"
chr6,-,32519369,32519651,38,6,0,0,0,0.864,1.000,0.864,HLA-DRB5
chr6,-,32815043,32815313,40,4,0,0,0,0.909,1.000,0.909,HLA-DOB
chr6,-,32842671,32842783,204,5,0,0,0,0.976,1.000,0.976,PSMB8
chr6,-,33008012,33008261,51,4,0,0,0,0.927,1.000,0.927,HLA-DOA
chr6,-,33198307,33198464,35,6,0,0,0,0.854,1.000,0.854,RXRB
chr6,+,33272627,33272726,792,7,0,0,0,0.991,1.000,0.991,RPS18
chr6,+,33289769,33289920,23,4,0,0,0,0.852,1.000,0.852,PFDN6
chr6,-,33417480,33417695,169,8,0,0,0,0.955,1.000,0.955,CUTA
chr6,+,35232849,35232975,8,4,0,0,0,0.667,1.000,0.667,SCUBE3
chr6,+,36902220,36902434,140,9,0,0,0,0.940,1.000,0.940,C6orf89
chr6,+,41781349,41781520,15,8,0,0,0,0.652,1.000,0.652,PRICKLE4
chr6,+,43006910,43007110,87,31,0,0,0,0.737,1.000,0.737,PPP2R5D
chr6,+,43027177,43027252,81,4,0,0,0,0.953,1.000,0.953,RRP36
chr6,-,43515888,43516095,459,27,0,0,0,0.944,1.000,0.944,YIPF3
chr6,+,44169280,44169531,42,7,0,0,0,0.857,1.000,0.857,CAPN11
chr6,+,44230346,44230481,101,4,0,0,0,0.962,1.000,0.962,SLC29A1
chr6,-,49737324,49737398,177,7,0,0,0,0.962,1.000,0.962,CRISP3
chr6,+,70475458,70475549,8,7,0,0,0,0.533,1.000,0.533,FAM135A
chr6,+,71293532,71293611,12,5,0,0,0,0.706,1.000,0.706,OGFRL1
chr6,+,72258124,72258281,22,8,0,0,0,0.733,1.000,0.733,RIMS1
chr6,+,80005841,80005982,112,10,0,0,0,0.918,1.000,0.918,TTK
chr6,-,83580449,83580599,15,4,0,0,0,0.789,1.000,0.789,SNAP91
chr6,-,85572297,85572374,85,12,0,0,0,0.876,1.000,0.876,"RP11-321N4.5,SNX14"
chr6,+,87409834,87409947,20,12,0,0,0,0.625,1.000,0.625,"CFAP206,RP3-382I10.7"
chr6,+,87656905,87656982,25,13,0,0,0,0.658,1.000,0.658,ORC3
chr6,-,90206568,90206681,22,4,0,0,0,0.846,1.000,0.846,BACH2
chr6,-,99414571,99414690,263,54,0,0,0,0.830,1.000,0.830,PNISR
chr6,-,109448731,109448879,26,4,0,0,0,0.867,1.000,0.867,MICAL1
chr6,-,110105406,110105579,30,4,0,0,0,0.882,1.000,0.882,WASF1
chr6,+,112097040,112097201,61,10,0,0,0,0.859,1.000,0.859,FAM229B
chr6,-,123438062,123438122,9,4,0,0,0,0.692,1.000,0.692,TRDN
chr6,+,125888938,125889981,10,7,0,0,0,0.588,1.000,0.588,NCOA7
chr6,-,132757670,132757759,6,4,0,0,0,0.600,1.000,0.600,VNN 2.00
chr6,+,146635374,146635537,8,4,0,0,0,0.667,1.000,0.667,ADGB
chr6,-,149836084,149836297,6,5,0,0,0,0.545,1.000,0.545,LRP11
chr6,+,152756133,152756265,9,8,0,0,0,0.529,1.000,0.529,VIP
chr6,+,154733846,154733930,8,10,0,0,0,0.444,1.000,0.444,SCAF8
chr6,+,158665394,158665613,23,5,0,0,0,0.821,1.000,0.821,SYTL3
chr6,-,158784643,158784727,177,4,0,0,0,0.978,1.000,0.978,EZR
chr6,-,159044119,159044204,153,6,0,0,0,0.962,1.000,0.962,TAGAP
chr6,+,159800771,159800829,8,6,0,0,0,0.571,1.000,0.571,PNLDC1
chr6,+,163563419,163563719,38,4,0,0,0,0.905,1.000,0.905,QKI
chr6,-,166366794,166366891,129,7,0,0,0,0.949,1.000,0.949,MPC1
chr6,+,167870385,167870498,7,6,0,0,0,0.538,1.000,0.538,MLLT4
chr6,+,167872213,167872377,5,4,0,0,0,0.556,1.000,0.556,MLLT4
chr6,-,169717822,169717906,27,8,0,0,0,0.771,1.000,0.771,PHF10
chr6,-,170546102,170546184,516,5,0,0,0,0.990,1.000,0.990,PSMB1
chr6,+,170561790,170562233,23,6,0,0,0,0.793,1.000,0.793,TBP
chr6,-,170583504,170583747,102,22,0,0,0,0.823,1.000,0.823,PDCD2
chr7,+,852809,852952,14,9,0,0,0,0.609,1.000,0.609,SUN1
chr7,-,1550304,1550395,29,4,0,0,0,0.879,1.000,0.879,TMEM184A
chr7,-,2918490,2918587,13,4,0,0,0,0.765,1.000,0.765,CARD11
chr7,+,5291692,5291821,23,11,0,0,0,0.676,1.000,0.676,SLC29A4
chr7,+,5294859,5294934,25,6,0,0,0,0.806,1.000,0.806,SLC29A4
chr7,-,5528280,5528719,1252,5,0,0,0,0.996,1.000,0.996,ACTB
chr7,-,6042932,6042993,87,17,0,0,0,0.837,1.000,0.837,EIF2AK1
chr7,+,6591645,6591867,25,6,0,0,0,0.806,1.000,0.806,C7orf26
chr7,+,7673308,7673453,32,21,0,0,0,0.604,1.000,0.604,UMAD1
chr7,+,8055435,8055549,11,10,0,0,0,0.524,1.000,0.524,GLCCI1
chr7,+,16685904,16686040,158,9,0,0,0,0.946,1.000,0.946,BZW2
chr7,+,18590335,18590486,26,19,0,0,0,0.578,1.000,0.578,HDAC9
chr7,+,23266516,23266615,72,28,0,0,0,0.720,1.000,0.720,GPNMB
chr7,+,23712098,23712145,82,9,0,0,0,0.901,1.000,0.901,STK31
chr7,+,26208392,26208555,310,18,0,0,0,0.945,1.000,0.945,CBX3
chr7,+,30753730,30753938,26,5,0,0,0,0.839,1.000,0.839,"INMT,INMT-FAM188B"
chr7,+,40092964,40093237,6,4,0,0,0,0.600,1.000,0.600,CDK13
chr7,+,44058431,44058480,116,33,0,0,0,0.779,1.000,0.779,DBNL
chr7,+,44058901,44058983,124,7,0,0,0,0.947,1.000,0.947,DBNL
chr7,-,44140960,44141074,180,14,0,0,0,0.928,1.000,0.928,MYL7
chr7,+,44756946,44757149,7,5,0,0,0,0.583,1.000,0.583,ZMIZ2
chr7,-,45917212,45917439,341,16,0,0,0,0.955,1.000,0.955,IGFBP3
chr7,-,50057988,50058141,16,6,0,0,0,0.727,1.000,0.727,ZPBP
chr7,-,56104225,56104475,726,5,0,0,0,0.993,1.000,0.993,CHCHD2
chr7,-,73700729,73700840,25,7,0,0,0,0.781,1.000,0.781,STX1A
chr7,-,74249738,74249780,307,7,0,0,0,0.978,1.000,0.978,RFC2
chr7,+,74555437,74555494,18,11,0,0,0,0.621,1.000,0.621,GTF2IRD1
chr7,-,76030420,76030524,55,33,0,0,0,0.625,1.000,0.625,STYXL1
chr7,-,81752119,81752262,23,10,0,0,0,0.697,1.000,0.697,HGF
chr7,+,87182227,87182337,13,7,0,0,0,0.650,1.000,0.650,DMTF1
chr7,-,87856291,87856351,48,6,0,0,0,0.889,1.000,0.889,SLC25A40
chr7,-,92577654,92577717,64,10,0,0,0,0.865,1.000,0.865,FAM133B
chr7,-,93890136,93890319,713,4,0,0,0,0.994,1.000,0.994,TFPI2
chr7,-,95411652,95411779,127,28,0,0,0,0.819,1.000,0.819,PON2
chr7,-,95412311,95412477,189,15,0,0,0,0.926,1.000,0.926,PON2
chr7,+,95813246,95813337,204,8,0,0,0,0.962,1.000,0.962,DYNC1I1
chr7,+,98993537,98993737,6,4,0,0,0,0.600,1.000,0.600,TRRAP
chr7,-,99033036,99033121,11,8,0,0,0,0.579,1.000,0.579,SMURF1
chr7,+,99394028,99394119,136,4,0,0,0,0.971,1.000,0.971,ARPC1B
chr7,+,99454040,99454136,32,37,0,0,0,0.464,1.000,0.464,CPSF4
chr7,+,99600204,99600285,21,11,0,0,0,0.656,1.000,0.656,GS1-259H13.2
chr7,-,99769767,99769856,36,4,0,0,0,0.900,1.000,0.900,CYP3A4
chr7,+,100091419,100091520,134,4,0,0,0,0.971,1.000,0.971,COPS6
chr7,+,100211437,100211539,14,11,0,0,0,0.560,1.000,0.560,STAG3
chr7,-,100408538,100408659,14,5,0,0,0,0.737,1.000,0.737,ZCWPW1
chr7,-,100477276,100477459,15,9,0,0,0,0.625,1.000,0.625,TSC22D4
chr7,+,100885212,100885370,25,24,0,0,0,0.510,1.000,0.510,SRRT
chr7,+,100888041,100888143,38,17,0,0,0,0.691,1.000,0.691,SRRT
chr7,-,100893164,100894252,8,4,0,0,0,0.667,1.000,0.667,ACHE
chr7,+,101447689,101447787,10,8,0,0,0,0.556,1.000,0.556,COL26A1
chr7,+,102178468,102178657,37,8,0,0,0,0.822,1.000,0.822,CUX1
chr7,+,107753410,107753511,121,19,0,0,0,0.864,1.000,0.864,CBLL1
chr7,+,112286872,112287074,66,6,0,0,0,0.917,1.000,0.917,ZNF277
chr7,+,114631527,114631705,21,4,0,0,0,0.840,1.000,0.840,FOXP2
chr7,-,117315070,117315348,32,4,0,0,0,0.889,1.000,0.889,WNT2
chr7,+,118239908,118239998,23,5,0,0,0,0.821,1.000,0.821,ANKRD7
chr7,-,124928814,124928999,52,26,0,0,0,0.667,1.000,0.667,POT1
chr7,+,127590962,127591088,204,4,0,0,0,0.981,1.000,0.981,ARF5
chr7,-,128400094,128400182,52,5,0,0,0,0.912,1.000,0.912,IMPDH1
chr7,+,128675674,128675859,8,5,0,0,0,0.615,1.000,0.615,FAM71F2
chr7,+,129379640,129379749,33,12,0,0,0,0.733,1.000,0.733,AHCYL2
chr7,+,129657342,129657574,35,11,0,0,0,0.761,1.000,0.761,NRF1
chr7,+,130346392,130346601,9,8,0,0,0,0.529,1.000,0.529,CPA5
chr7,+,130498138,130498275,220,7,0,0,0,0.969,1.000,0.969,MEST
chr7,-,131326805,131326935,11,6,0,0,0,0.647,1.000,0.647,MKLN1-AS
chr7,+,134958208,134958290,66,11,0,0,0,0.857,1.000,0.857,CALD1
chr7,-,135702844,135702881,6,6,0,0,0,0.500,1.000,0.500,SLC13A4
chr7,+,139237004,139237097,10,5,0,0,0,0.667,1.000,0.667,UBN2
chr7,-,139614285,139614493,6,5,0,0,0,0.545,1.000,0.545,HIPK2
chr7,+,143294229,143294324,149,23,0,0,0,0.866,1.000,0.866,CASP2
chr7,+,149250158,149250548,83,6,0,0,0,0.933,1.000,0.933,ZNF212
chr7,+,149721382,149721535,6,5,0,0,0,0.545,1.000,0.545,KRBA1
chr7,-,150796365,150796574,80,9,0,0,0,0.899,1.000,0.899,TMEM176B
chr7,+,150860500,150860633,30,4,0,0,0,0.882,1.000,0.882,AOC1
chr7,-,150958058,150958502,6,4,0,0,0,0.600,1.000,0.600,KCNH2
chr7,-,151082174,151082593,52,4,0,0,0,0.929,1.000,0.929,TMUB1
chr7,-,151595344,151595454,73,19,0,0,0,0.793,1.000,0.793,PRKAG2
chr8,+,1864369,1864436,10,4,0,0,0,0.714,1.000,0.714,ARHGEF10
chr8,-,6519863,6519994,14,11,0,0,0,0.560,1.000,0.560,ANGPT2
chr8,-,6978459,6978646,129,12,0,0,0,0.915,1.000,0.915,DEFA1
chr8,-,6997576,6997763,126,12,0,0,0,0.913,1.000,0.913,DEFA1B
chr8,+,11748918,11749085,10,7,0,0,0,0.588,1.000,0.588,GATA4
chr8,+,11826023,11826215,164,7,0,0,0,0.959,1.000,0.959,FDFT1
chr8,-,12736700,12736797,9,7,0,0,0,0.562,1.000,0.562,LONRF1
chr8,-,16177885,16177992,40,7,0,0,0,0.851,1.000,0.851,MSR1
chr8,+,17280374,17280443,30,5,0,0,0,0.857,1.000,0.857,VPS37A
chr8,+,22046113,22046291,7,5,0,0,0,0.583,1.000,0.583,FGF17
chr8,+,22066704,22066893,181,71,0,0,0,0.718,1.000,0.718,DMTN
chr8,+,22176960,22177139,22,11,0,0,0,0.667,1.000,0.667,BMP1
chr8,+,22602536,22602643,8,6,0,0,0,0.571,1.000,0.571,C8orf58
chr8,-,27462978,27463993,5,4,0,0,0,0.556,1.000,0.556,CHRNA2
chr8,-,27604290,27604395,370,11,0,0,0,0.971,1.000,0.971,CLU
chr8,-,28360884,28361142,19,15,0,0,0,0.559,1.000,0.559,ZNF395
chr8,+,29048953,29049048,17,4,0,0,0,0.810,1.000,0.810,HMBOX1
chr8,-,33597294,33597588,34,33,0,0,0,0.507,1.000,0.507,DUSP26
chr8,-,38995317,38995405,125,15,0,0,0,0.893,1.000,0.893,TM2D2
chr8,-,65782782,65782843,45,5,0,0,0,0.900,1.000,0.900,PDE7A
chr8,+,66454058,66454157,5,4,0,0,0,0.556,1.000,0.556,ADHFE1
chr8,-,71321733,71321879,9,4,0,0,0,0.692,1.000,0.692,EYA1
chr8,-,73292688,73292797,764,11,0,0,0,0.986,1.000,0.986,RPL7
chr8,-,81680649,81680783,157,18,0,0,0,0.897,1.000,0.897,IMPA1
chr8,+,85212156,85212204,10,6,0,0,0,0.625,1.000,0.625,E2F5
chr8,+,91249538,91249844,8,4,0,0,0,0.667,1.000,0.667,SLC26A7
chr8,+,93758482,93758576,73,5,0,0,0,0.936,1.000,0.936,TMEM67
chr8,+,96602394,96602528,68,8,0,0,0,0.895,1.000,0.895,SDC2
chr8,+,98033041,98033176,17,12,0,0,0,0.586,1.000,0.586,MATN2
chr8,-,99891907,99892052,252,7,0,0,0,0.973,1.000,0.973,COX6C
chr8,-,100721390,100721619,10,10,0,0,0,0.500,1.000,0.500,PABPC1
chr8,-,102265099,102265278,15,6,0,0,0,0.714,1.000,0.714,UBR5
chr8,+,109340488,109340563,183,17,0,0,0,0.915,1.000,0.915,ENY2
chr8,-,119831676,119831731,61,4,0,0,0,0.938,1.000,0.938,TAF2
chr8,+,124543086,124543279,385,6,0,0,0,0.985,1.000,0.985,NDUFB9
chr8,-,132746941,132747114,9,5,0,0,0,0.643,1.000,0.643,TMEM71
chr8,+,132777795,132777911,19,16,0,0,0,0.543,1.000,0.543,PHF20L1
chr8,-,142300485,142300644,5,5,0,0,0,0.500,1.000,0.500,TSNARE1
chr8,-,142315002,142315092,8,4,0,0,0,0.667,1.000,0.667,TSNARE1
chr8,+,143021313,143021433,626,12,0,0,0,0.981,1.000,0.981,LY6E
chr8,+,143558377,143558451,8,6,0,0,0,0.571,1.000,0.571,GSDMD
chr8,+,143718723,143718905,7,6,0,0,0,0.538,1.000,0.538,MAPK15
chr8,-,143986357,143986438,26,14,0,0,0,0.650,1.000,0.650,PARP10
chr8,+,144390855,144391056,17,12,0,0,0,0.586,1.000,0.586,ADCK5
chr8,-,144426908,144426979,94,27,0,0,0,0.777,1.000,0.777,VPS28
chr8,+,144497409,144498840,1,42,0,0,0,0.023,1.000,0.023,PPP1R16A
chr8,+,144519614,144520054,11,11,0,0,0,0.500,1.000,0.500,LRRC14
chr8,+,144837390,144837507,91,6,0,0,0,0.938,1.000,0.938,ZNF7
chr8,-,144889932,144890059,23,12,0,0,0,0.657,1.000,0.657,ZNF250
chr9,-,15510116,15510326,16,13,0,0,0,0.552,1.000,0.552,PSIP1
